#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2014-01-01 00:00:00+00:00 2014-12-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
JFK,2014-04-24 22:51,-73.7622,40.6386,60.98,6.08,11.01,300.00,19.00,0.00,29.91,1012.70,10.00,29.00,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,29.00,310.00,2014-04-24 22:43,60.98,KJFK 242251Z 30019G29KT 10SM FEW250 16/M14 A2991 RMK AO2 PK WND 31029/2243 SLP127 T01611144
JFK,2014-04-24 23:51,-73.7622,40.6386,57.92,3.92,11.12,320.00,19.00,0.00,29.94,1013.80,10.00,28.00,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,28.00,350.00,2014-04-24 23:51,57.92,KJFK 242351Z 32019G28KT 290V350 10SM FEW250 14/M16 A2994 RMK AO2 PK WND 35028/2351 SLP138 T01441156 10178 20144 53024
JFK,2014-04-25 00:51,-73.7622,40.6386,57.02,6.08,12.68,330.00,16.00,0.00,29.97,1014.80,10.00,23.00,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,57.02,KJFK 250051Z 33016G23KT 10SM FEW250 14/M14 A2997 RMK AO2 SLP148 T01391144 $
JFK,2014-04-25 01:51,-73.7622,40.6386,55.94,6.98,13.74,330.00,19.00,0.00,29.99,1015.70,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,55.94,KJFK 250151Z 33019KT 10SM FEW250 13/M14 A2999 RMK AO2 SLP157 T01331139
JFK,2014-04-25 02:51,-73.7622,40.6386,53.96,10.04,16.95,330.00,14.00,0.00,30.00,1015.90,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.96,KJFK 250251Z 33014G21KT 10SM CLR 12/M12 A3000 RMK AO2 SLP159 T01221122 51021
JFK,2014-04-25 03:51,-73.7622,40.6386,51.98,12.92,20.71,330.00,14.00,0.00,30.03,1016.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.98,KJFK 250351Z 33014KT 10SM CLR 11/M11 A3003 RMK AO2 SLP167 T01111106
JFK,2014-04-25 04:51,-73.7622,40.6386,50.00,15.08,24.50,330.00,12.00,0.00,30.03,1016.70,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.91,KJFK 250451Z 33012KT 10SM CLR 10/M09 A3003 RMK AO2 SLP167 T01001094 401780061
JFK,2014-04-25 05:51,-73.7622,40.6386,48.92,15.98,26.52,330.00,11.00,0.00,30.02,1016.60,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.85,KJFK 250551Z 33011KT 10SM CLR 09/M09 A3002 RMK AO2 SLP166 T00941089 10144 20089 50007
JFK,2014-04-25 06:51,-73.7622,40.6386,46.94,17.06,29.94,330.00,7.00,0.00,30.02,1016.50,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.99,KJFK 250651Z 33007KT 10SM CLR 08/M08 A3002 RMK AO2 SLP165 T00831083
JFK,2014-04-25 07:51,-73.7622,40.6386,44.96,17.96,33.55,330.00,6.00,0.00,30.02,1016.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.14,KJFK 250751Z 33006KT 10SM CLR 07/M08 A3002 RMK AO2 SLP164 T00721078
JFK,2014-04-25 08:51,-73.7622,40.6386,44.96,17.96,33.55,360.00,5.00,0.00,30.02,1016.40,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.79,KJFK 250851Z 36005KT 10SM CLR 07/M08 A3002 RMK AO2 SLP164 T00721078 56002
JFK,2014-04-25 09:51,-73.7622,40.6386,44.96,19.94,36.52,10.00,4.00,0.00,30.03,1016.90,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,42.55,KJFK 250951Z 01004KT 10SM FEW250 07/M07 A3003 RMK AO2 SLP169 T00721067
JFK,2014-04-25 10:51,-73.7622,40.6386,46.04,21.02,36.70,340.00,4.00,0.00,30.05,1017.60,10.00,M,BKN,M,M,M,26000.00,M,M,M,M,M,M,M,M,M,M,43.82,KJFK 251051Z 34004KT 10SM BKN260 08/M06 A3005 RMK AO2 SLP176 T00781061 $
JFK,2014-04-25 11:51,-73.7622,40.6386,51.08,19.04,27.93,350.00,5.00,0.00,30.06,1017.90,10.00,M,BKN,M,M,M,26000.00,M,M,M,M,M,M,M,M,M,M,51.08,KJFK 251151Z 35005KT 10SM BKN260 11/M07 A3006 RMK AO2 SLP179 T01061072 10106 20061 51016 $
JFK,2014-04-25 12:51,-73.7622,40.6386,53.96,17.06,23.07,50.00,6.00,0.00,30.06,1017.80,10.00,M,BKN,M,M,M,26000.00,M,M,M,M,M,M,M,M,M,M,53.96,KJFK 251251Z 05006KT 10SM BKN260 12/M08 A3006 RMK AO2 SLP178 T01221083 $
JFK,2014-04-25 13:51,-73.7622,40.6386,55.04,17.96,23.06,100.00,3.00,0.00,30.05,1017.50,10.00,M,FEW,BKN,M,M,14000.00,26000.00,M,M,M,M,M,M,M,M,M,55.04,KJFK 251351Z 10003KT 10SM FEW140 BKN260 13/M08 A3005 RMK AO2 SLP175 T01281078
JFK,2014-04-25 14:51,-73.7622,40.6386,57.02,21.92,25.41,140.00,5.00,0.00,30.04,1017.10,10.00,M,FEW,BKN,M,M,14000.00,26000.00,M,M,M,M,M,M,M,M,M,57.02,KJFK 251451Z 14005KT 10SM FEW140 BKN260 14/M06 A3004 RMK AO2 SLP171 T01391056 58008
JFK,2014-04-25 15:51,-73.7622,40.6386,57.92,21.92,24.60,170.00,11.00,0.00,30.03,1016.80,10.00,M,FEW,SCT,BKN,M,10000.00,14000.00,26000.00,M,M,M,M,M,M,M,M,57.92,KJFK 251551Z 17011KT 10SM FEW100 SCT140 BKN260 14/M06 A3003 RMK AO2 SLP168 T01441056
JFK,2014-04-25 16:51,-73.7622,40.6386,57.92,24.08,26.93,160.00,12.00,0.00,30.01,1016.10,10.00,M,FEW,BKN,M,M,14000.00,26000.00,M,M,M,M,M,M,M,M,M,57.92,KJFK 251651Z 16012KT 10SM FEW140 BKN260 14/M04 A3001 RMK AO2 SLP161 T01441044
JFK,2014-04-25 17:51,-73.7622,40.6386,57.02,26.06,30.21,170.00,14.00,0.00,30.00,1016.00,10.00,M,FEW,BKN,M,M,13000.00,26000.00,M,M,M,M,M,M,M,M,M,57.02,KJFK 251751Z 17014KT 10SM FEW130 BKN260 14/M03 A3000 RMK AO2 SLP160 T01391033 10150 20100 56011
JFK,2014-04-25 18:51,-73.7622,40.6386,55.94,26.96,32.61,160.00,13.00,0.00,29.98,1015.20,10.00,M,FEW,BKN,M,M,14000.00,26000.00,M,M,M,M,M,M,M,M,M,55.94,KJFK 251851Z 16013KT 10SM FEW140 BKN260 13/M03 A2998 RMK AO2 SLP152 T01331028
JFK,2014-04-25 19:51,-73.7622,40.6386,55.04,30.02,38.19,150.00,13.00,0.00,29.93,1013.60,10.00,M,FEW,BKN,M,M,14000.00,26000.00,M,M,M,M,M,M,M,M,M,55.04,KJFK 251951Z 15013KT 10SM FEW140 BKN260 13/M01 A2993 RMK AO2 SLP136 T01281011
JFK,2014-04-25 20:51,-73.7622,40.6386,53.06,30.92,42.58,150.00,14.00,0.00,29.91,1012.90,10.00,M,FEW,SCT,BKN,BKN,2500.00,14000.00,19000.00,26000.00,M,M,M,M,M,M,M,53.06,KJFK 252051Z 15014KT 10SM FEW025 SCT140 BKN190 BKN260 12/M01 A2991 RMK AO2 SLP129 T01171006 56031
JFK,2014-04-25 21:51,-73.7622,40.6386,51.08,35.06,54.09,140.00,13.00,0.00,29.89,1012.00,10.00,M,FEW,BKN,BKN,M,2500.00,17000.00,26000.00,M,M,M,M,M,M,M,M,51.08,KJFK 252151Z 14013KT 10SM FEW025 BKN170 BKN260 11/02 A2989 RMK AO2 SLP120 T01060017
JFK,2014-04-25 22:51,-73.7622,40.6386,50.00,33.98,53.92,160.00,11.00,0.00,29.88,1011.80,10.00,M,FEW,BKN,BKN,M,13000.00,16000.00,26000.00,M,M,M,M,M,M,M,M,45.21,KJFK 252251Z 16011KT 10SM FEW130 BKN160 BKN260 10/01 A2988 RMK AO2 SLP118 T01000011
JFK,2014-04-25 23:51,-73.7622,40.6386,48.02,37.04,65.56,140.00,8.00,0.00,29.88,1011.70,10.00,M,SCT,BKN,BKN,M,13000.00,16000.00,26000.00,M,M,M,M,M,M,M,M,43.85,KJFK 252351Z 14008KT 10SM SCT130 BKN160 BKN260 09/03 A2988 RMK AO2 SLP117 T00890028 10139 20089 56012
JFK,2014-04-26 00:51,-73.7622,40.6386,48.92,39.02,68.51,190.00,7.00,0.00,29.91,1012.80,10.00,M,BKN,OVC,M,M,5000.00,8500.00,M,M,M,M,M,M,M,M,M,45.40,KJFK 260051Z 19007KT 10SM BKN050 OVC085 09/04 A2991 RMK AO2 SLP128 T00940039
JFK,2014-04-26 01:51,-73.7622,40.6386,48.92,39.92,70.95,140.00,6.00,0.00,29.85,1010.80,10.00,M,BKN,OVC,M,M,6000.00,8000.00,M,M,M,M,M,M,M,M,M,45.91,KJFK 260151Z 14006KT 10SM BKN060 OVC080 09/04 A2985 RMK AO2 SLP108 T00940044
JFK,2014-04-26 02:51,-73.7622,40.6386,48.92,39.92,70.95,120.00,5.00,0.0001,29.83,1010.10,10.00,M,OVC,M,M,M,5000.00,M,M,M,-RA,M,M,M,M,M,M,46.49,KJFK 260251Z 12005KT 10SM -RA OVC050 09/04 A2983 RMK AO2 RAB36 SLP101 P0000 60000 T00940044 58016 $
JFK,2014-04-26 03:51,-73.7622,40.6386,48.92,41.00,73.99,100.00,8.00,0.0001,29.80,1009.00,10.00,M,BKN,OVC,M,M,6000.00,8000.00,M,M,-RA,M,M,M,M,M,M,44.96,KJFK 260351Z 10008KT 10SM -RA BKN060 OVC080 09/05 A2980 RMK AO2 SLP090 P0000 T00940050 $
JFK,2014-04-26 04:51,-73.7622,40.6386,48.92,42.08,77.14,110.00,9.00,0.0001,29.77,1008.20,10.00,M,BKN,OVC,M,M,4200.00,7000.00,M,M,-RA,M,M,M,M,M,M,44.55,KJFK 260451Z 11009KT 10SM -RA BKN042 OVC070 09/06 A2977 RMK AO2 RAE02B32 SLP082 P0000 T00940056 401500061 $
JFK,2014-04-26 05:51,-73.7622,40.6386,48.92,42.98,79.86,100.00,9.00,0.0001,29.73,1006.80,10.00,M,SCT,OVC,M,M,3600.00,4000.00,M,M,-RA,M,M,M,M,M,M,44.55,KJFK 260551Z 10009KT 10SM -RA SCT036 OVC040 09/06 A2973 RMK AO2 RAE30B51 SLP068 P0000 60000 T00940061 10100 20089 58032 $
JFK,2014-04-26 06:51,-73.7622,40.6386,48.02,42.98,82.59,80.00,7.00,0.07,29.72,1006.40,5.00,M,BKN,OVC,M,M,2300.00,3000.00,M,M,RA,M,M,M,M,M,M,44.31,KJFK 260651Z 08007KT 5SM RA BKN023 OVC030 09/06 A2972 RMK AO2 SLP064 P0007 T00890061 $
JFK,2014-04-26 07:51,-73.7622,40.6386,46.94,44.06,89.65,30.00,7.00,0.27,29.73,1006.60,4.00,M,BKN,BKN,OVC,M,2100.00,2700.00,3200.00,M,RA BR,M,M,M,M,M,M,42.99,KJFK 260751Z 03007KT 4SM RA BR BKN021 BKN027 OVC032 08/07 A2973 RMK AO2 SLP066 P0027 T00830067 $
JFK,2014-04-26 07:51,-73.7622,40.6386,46.94,44.06,89.65,30.00,7.00,0.27,29.73,1006.60,4.00,M,BKN,BKN,OVC,M,2100.00,2700.00,3200.00,M,RA BR,M,M,M,M,M,M,42.99,KJFK 260751Z 03007KT 4SM RA BR BKN021 BKN027 OVC032 08/07 A2973 RMK AO2 SLP066 P0027 T00830067 $
JFK,2014-04-26 07:51,-73.7622,40.6386,46.94,44.06,89.65,30.00,7.00,0.27,29.73,1006.60,4.00,M,BKN,BKN,OVC,M,2100.00,2700.00,3200.00,M,RA BR,M,M,M,M,M,M,42.99,KJFK 260751Z 03007KT 4SM RA BR BKN021 BKN027 OVC032 08/07 A2973 RMK AO2 SLP066 P0027 T00830067 $
JFK,2014-04-26 08:51,-73.7622,40.6386,48.02,44.96,89.08,30.00,8.00,0.16,29.72,1006.30,5.00,M,BKN,OVC,M,M,1800.00,2900.00,M,M,RA BR,M,M,M,M,M,M,43.85,KJFK 260851Z 03008KT 5SM RA BR BKN018 OVC029 09/07 A2972 RMK AO2 SLP063 P0016 60050 T00890072 56005 $
JFK,2014-04-26 08:51,-73.7622,40.6386,48.02,44.96,89.08,30.00,8.00,0.16,29.72,1006.30,5.00,M,BKN,OVC,M,M,1800.00,2900.00,M,M,RA BR,M,M,M,M,M,M,43.85,KJFK 260851Z 03008KT 5SM RA BR BKN018 OVC029 09/07 A2972 RMK AO2 SLP063 P0016 60050 T00890072 56005 $
JFK,2014-04-26 08:51,-73.7622,40.6386,48.02,44.96,89.08,30.00,8.00,0.16,29.72,1006.30,5.00,M,BKN,OVC,M,M,1800.00,2900.00,M,M,RA BR,M,M,M,M,M,M,43.85,KJFK 260851Z 03008KT 5SM RA BR BKN018 OVC029 09/07 A2972 RMK AO2 SLP063 P0016 60050 T00890072 56005 $
JFK,2014-04-26 09:32,-73.7622,40.6386,48.20,44.60,87.28,350.00,6.00,0.00,29.72,M,5.00,M,SCT,BKN,OVC,M,600.00,1500.00,2900.00,M,RA BR,M,M,M,M,M,M,45.04,KJFK 260932Z 35006KT 5SM RA BR SCT006 BKN015 OVC029 09/07 A2972
JFK,2014-04-26 09:32,-73.7622,40.6386,48.20,44.60,87.28,350.00,6.00,0.10,29.72,M,5.00,M,SCT,BKN,OVC,M,600.00,1500.00,2900.00,M,RA BR,M,M,M,M,M,M,45.04,KJFK 260932Z 35006KT 5SM RA BR SCT006 BKN015 OVC029 09/07 A2972 RMK AO2 P0010 $
JFK,2014-04-26 09:51,-73.7622,40.6386,48.02,44.96,89.08,40.00,7.00,0.13,29.72,1006.50,4.00,M,SCT,BKN,OVC,M,600.00,1500.00,2900.00,M,-RA BR,M,M,M,M,M,M,44.31,KJFK 260951Z 04007KT 4SM -RA BR SCT006 BKN015 OVC029 09/07 A2972 RMK AO2 SLP065 P0013 T00890072 $
JFK,2014-04-26 09:51,-73.7622,40.6386,48.02,44.96,89.08,40.00,7.00,0.13,29.72,1006.50,4.00,M,SCT,BKN,OVC,M,600.00,1500.00,2900.00,M,-RA BR,M,M,M,M,M,M,44.31,KJFK 260951Z 04007KT 4SM -RA BR SCT006 BKN015 OVC029 09/07 A2972 RMK AO2 SLP065 P0013 T00890072 $
JFK,2014-04-26 09:51,-73.7622,40.6386,48.02,44.96,89.08,40.00,7.00,0.13,29.72,1006.50,4.00,M,SCT,BKN,OVC,M,600.00,1500.00,2900.00,M,-RA BR,M,M,M,M,M,M,44.31,KJFK 260951Z 04007KT 4SM -RA BR SCT006 BKN015 OVC029 09/07 A2972 RMK AO2 SLP065 P0013 T00890072 $
JFK,2014-04-26 10:14,-73.7622,40.6386,46.40,44.60,93.40,350.00,8.00,0.00,29.73,M,1.50,M,BKN,BKN,OVC,M,600.00,1600.00,3400.00,M,-RA BR,M,M,M,M,M,M,41.85,KJFK 261014Z 35008KT 1 1/2SM -RA BR BKN006 BKN016 OVC034 08/07 A2973
JFK,2014-04-26 10:14,-73.7622,40.6386,46.40,44.60,93.40,350.00,8.00,0.01,29.73,M,1.50,M,BKN,BKN,OVC,M,600.00,1600.00,3400.00,M,-RA BR,M,M,M,M,M,M,41.85,KJFK 261014Z 35008KT 1 1/2SM -RA BR BKN006 BKN016 OVC034 08/07 A2973 RMK AO2 SFC VIS 3 P0001 $
JFK,2014-04-26 10:47,-73.7622,40.6386,46.40,44.60,93.40,330.00,12.00,0.04,29.75,M,1.50,M,BKN,BKN,OVC,M,400.00,1500.00,2000.00,M,RA BR,M,M,M,M,M,M,40.33,KJFK 261047Z 33012KT 1 1/2SM RA BR BKN004 BKN015 OVC020 08/07 A2975 RMK AO2 SFC VIS 3 P0004 $
JFK,2014-04-26 10:47,-73.7622,40.6386,46.40,44.60,93.40,330.00,12.00,0.00,29.75,M,1.50,M,BKN,BKN,OVC,M,400.00,1500.00,2000.00,M,RA BR,M,M,M,M,M,M,40.33,KJFK 261047Z 33012KT 1 1/2SM RA BR BKN004 BKN015 OVC020 08/07 A2975
JFK,2014-04-26 10:47,-73.7622,40.6386,46.40,44.60,93.40,330.00,12.00,0.04,29.75,M,1.50,M,BKN,BKN,OVC,M,400.00,1500.00,2000.00,M,RA BR,M,M,M,M,M,M,40.33,KJFK 261047Z 33012KT 1 1/2SM RA BR BKN004 BKN015 OVC020 08/07 A2975 RMK AO2 SFC VIS 3 P0004 $
JFK,2014-04-26 10:51,-73.7622,40.6386,46.94,44.06,89.65,340.00,11.00,0.05,29.75,1007.40,1.50,M,BKN,OVC,M,M,600.00,1800.00,M,M,RA BR,M,M,M,M,M,M,41.35,KJFK 261051Z 34011KT 1 1/2SM RA BR BKN006 OVC018 08/07 A2975 RMK AO2 SFC VIS 4 SLP074 P0005 T00830067 $
JFK,2014-04-26 10:51,-73.7622,40.6386,46.94,44.06,89.65,340.00,11.00,0.05,29.75,1007.40,1.50,M,BKN,OVC,M,M,600.00,1800.00,M,M,RA BR,M,M,M,M,M,M,41.35,KJFK 261051Z 34011KT 1 1/2SM RA BR BKN006 OVC018 08/07 A2975 RMK AO2 SFC VIS 4 SLP074 P0005 T00830067 $
JFK,2014-04-26 10:51,-73.7622,40.6386,46.94,44.06,89.65,340.00,11.00,0.05,29.75,1007.40,1.50,M,BKN,OVC,M,M,600.00,1800.00,M,M,RA BR,M,M,M,M,M,M,41.35,KJFK 261051Z 34011KT 1 1/2SM RA BR BKN006 OVC018 08/07 A2975 RMK AO2 SFC VIS 4 SLP074 P0005 T00830067 $
JFK,2014-04-26 11:15,-73.7622,40.6386,46.40,42.80,87.19,350.00,12.00,0.01,29.77,M,10.00,M,SCT,BKN,OVC,M,600.00,1200.00,2600.00,M,-RA,M,M,M,M,M,M,40.33,KJFK 261115Z 35012KT 10SM -RA SCT006 BKN012 OVC026 08/06 A2977 RMK AO2 CIG 006 W P0001 $
JFK,2014-04-26 11:36,-73.7622,40.6386,46.40,42.80,87.19,360.00,11.00,0.01,29.77,M,10.00,M,SCT,OVC,M,M,1400.00,2600.00,M,M,M,M,M,M,M,M,M,40.66,KJFK 261136Z 36011KT 10SM SCT014 OVC026 08/06 A2977 RMK AO2 RAE35 P0001 $
JFK,2014-04-26 11:51,-73.7622,40.6386,46.04,42.98,88.99,10.00,9.00,0.01,29.77,1008.20,10.00,M,FEW,BKN,OVC,M,1400.00,2600.00,13000.00,M,M,M,M,M,M,M,M,40.97,KJFK 261151Z 01009KT 10SM FEW014 BKN026 OVC130 08/06 A2977 RMK AO2 RAE35 SLP082 P0001 60069 70069 T00780061 10100 20078 51017 $
JFK,2014-04-26 12:04,-73.7622,40.6386,46.40,42.80,87.19,360.00,9.00,0.00,29.78,M,10.00,M,FEW,BKN,BKN,OVC,800.00,2800.00,4800.00,13000.00,M,M,M,M,M,M,M,41.42,KJFK 261204Z 36009KT 10SM FEW008 BKN028 BKN048 OVC130 08/06 A2978 RMK AO2 $
JFK,2014-04-26 12:11,-73.7622,40.6386,46.40,42.80,87.19,360.00,10.00,0.00,29.78,M,10.00,M,FEW,BKN,BKN,OVC,800.00,4800.00,6000.00,13000.00,M,M,M,M,M,M,M,41.03,KJFK 261211Z 36010KT 10SM FEW008 BKN048 BKN060 OVC130 08/06 A2978 RMK AO2 $
JFK,2014-04-26 12:51,-73.7622,40.6386,48.02,44.96,89.08,350.00,9.00,0.00,29.78,1008.30,10.00,M,FEW,BKN,BKN,BKN,800.00,4800.00,6000.00,13000.00,M,M,M,M,M,M,M,43.43,KJFK 261251Z 35009KT 10SM FEW008 BKN048 BKN060 BKN130 09/07 A2978 RMK AO2 SLP083 T00890072 $
JFK,2014-04-26 13:02,-73.7622,40.6386,48.20,44.60,87.28,360.00,9.00,0.00,29.78,M,10.00,M,BKN,BKN,BKN,BKN,800.00,5000.00,6500.00,13000.00,M,M,M,M,M,M,M,43.66,KJFK 261302Z 36009KT 10SM BKN008 BKN050 BKN065 BKN130 09/07 A2978
JFK,2014-04-26 13:13,-73.7622,40.6386,50.00,44.60,81.61,350.00,9.00,0.00,29.78,M,10.00,M,BKN,BKN,BKN,BKN,1000.00,5000.00,7000.00,15000.00,M,M,M,M,M,M,M,45.90,KJFK 261313Z 35009KT 10SM BKN010 BKN050 BKN070 BKN150 10/07 A2978 RMK AO2 $
JFK,2014-04-26 13:51,-73.7622,40.6386,51.98,46.04,80.10,330.00,12.00,0.00,29.79,1008.60,10.00,19.00,BKN,BKN,BKN,M,1600.00,2000.00,15000.00,M,M,M,M,M,M,M,M,51.98,KJFK 261351Z 33012G19KT 10SM BKN016 BKN020 BKN150 11/08 A2979 RMK AO2 SLP086 T01110078 $
JFK,2014-04-26 14:04,-73.7622,40.6386,53.60,44.60,71.45,340.00,14.00,0.00,29.79,M,10.00,19.00,SCT,SCT,BKN,BKN,1600.00,2000.00,15000.00,25000.00,M,M,M,M,M,M,M,53.60,KJFK 261404Z 34014G19KT 10SM SCT016 SCT020 BKN150 BKN250 12/07 A2979
JFK,2014-04-26 14:51,-73.7622,40.6386,57.02,44.06,61.81,350.00,15.00,0.00,29.78,1008.40,10.00,19.00,SCT,BKN,M,M,2300.00,25000.00,M,M,M,M,M,M,M,M,M,57.02,KJFK 261451Z 35015G19KT 10SM SCT023 BKN250 14/07 A2978 RMK AO2 SLP084 T01390067 50001 $
JFK,2014-04-26 15:51,-73.7622,40.6386,60.98,42.08,49.73,340.00,12.00,0.00,29.78,1008.40,10.00,20.00,SCT,SCT,M,M,4000.00,25000.00,M,M,M,M,M,M,M,M,M,60.98,KJFK 261551Z 34012G20KT 10SM SCT040 SCT250 16/06 A2978 RMK AO2 SLP084 T01610056 $
JFK,2014-04-26 16:51,-73.7622,40.6386,62.06,41.00,45.91,320.00,12.00,0.00,29.77,1008.00,10.00,20.00,BKN,BKN,M,M,4400.00,25000.00,M,M,M,M,M,M,M,M,M,62.06,KJFK 261651Z 32012G20KT 10SM BKN044 BKN250 17/05 A2977 RMK AO2 SLP080 T01670050 $
JFK,2014-04-26 17:51,-73.7622,40.6386,64.04,39.92,41.06,340.00,10.00,0.00,29.75,1007.40,10.00,17.00,SCT,SCT,M,M,4800.00,25000.00,M,M,M,M,M,M,M,M,M,64.04,KJFK 261751Z 34010G17KT 10SM SCT048 SCT250 18/04 A2975 RMK AO2 SLP074 T01780044 10183 20078 58010 $
JFK,2014-04-26 18:51,-73.7622,40.6386,66.02,39.02,37.00,20.00,6.00,0.00,29.74,1006.90,10.00,M,SCT,SCT,M,M,5000.00,20000.00,M,M,M,M,M,M,M,M,M,66.02,KJFK 261851Z 02006KT 10SM SCT050 SCT200 19/04 A2974 RMK AO2 SLP069 T01890039 $
JFK,2014-04-26 19:51,-73.7622,40.6386,55.04,44.96,68.73,150.00,14.00,0.00,29.74,1007.00,10.00,M,BKN,BKN,M,M,6000.00,10000.00,M,M,M,M,M,M,M,M,M,55.04,KJFK 261951Z 15014KT 10SM BKN060 BKN100 13/07 A2974 RMK AO2 WSHFT 1931 SLP070 T01280072 $
JFK,2014-04-26 20:51,-73.7622,40.6386,53.96,44.06,69.08,130.00,10.00,0.0001,29.77,1008.00,10.00,M,BKN,OVC,M,M,6500.00,10000.00,M,M,M,M,M,M,M,M,M,53.96,KJFK 262051Z 13010KT 10SM BKN065 OVC100 12/07 A2977 RMK AO2 RAB22E49 PRESRR SLP080 P0000 60000 T01220067 53006 $
JFK,2014-04-26 21:51,-73.7622,40.6386,51.08,46.04,82.81,100.00,10.00,0.0001,29.80,1009.00,10.00,M,FEW,SCT,BKN,BKN,2000.00,4900.00,8000.00,20000.00,M,M,M,M,M,M,M,51.08,KJFK 262151Z 10010KT 10SM FEW020 SCT049 BKN080 BKN200 11/08 A2980 RMK AO2 RAB13E29 PRESRR SLP090 CB DSNT NW P0000 T01060078 $
JFK,2014-04-26 22:13,-73.7622,40.6386,50.00,44.60,81.61,150.00,9.00,0.0001,29.80,M,10.00,M,FEW,SCT,BKN,OVC,800.00,4900.00,7000.00,20000.00,-RA,M,M,M,M,M,M,45.90,KJFK 262213Z 15009KT 10SM -RA FEW008 SCT049CB BKN070 OVC200 10/07 A2980 RMK AO2 RAB10 CB N AND SE-SW MOV SE P0000 $
JFK,2014-04-26 22:27,-73.7622,40.6386,50.00,46.40,87.37,140.00,10.00,0.0001,29.80,M,10.00,M,BKN,BKN,BKN,OVC,800.00,4300.00,7000.00,20000.00,-RA,M,M,M,M,M,M,45.54,KJFK 262227Z 14010KT 10SM -RA BKN008 BKN043CB BKN070 OVC200 10/08 A2980 RMK AO2 RAB10 CB SE-S MOV SE P0000 $
JFK,2014-04-26 22:51,-73.7622,40.6386,48.92,44.96,86.13,120.00,11.00,0.0001,29.81,1009.40,10.00,M,BKN,BKN,BKN,BKN,700.00,3900.00,7000.00,23000.00,M,M,M,M,M,M,M,43.85,KJFK 262251Z 12011KT 10SM BKN007 BKN039CB BKN070 BKN230 09/07 A2981 RMK AO2 RAB10E42 SLP094 BKN007 V SCT CB S-W MOV SE P0000 T00940072 $
JFK,2014-04-26 23:51,-73.7622,40.6386,48.02,44.96,89.08,110.00,12.00,0.01,29.83,1010.00,10.00,M,BKN,BKN,BKN,BKN,700.00,3900.00,7000.00,23000.00,M,M,M,M,M,M,M,42.39,KJFK 262351Z 11012KT 10SM BKN007 BKN039 BKN070 BKN230 09/07 A2983 RMK AO2 RAB2256E16 SLP100 CB DSNT NE AND SW P0001 60001 T00890072 10194 20089 51020 $
JFK,2014-04-27 00:51,-73.7622,40.6386,48.02,44.06,86.08,100.00,8.00,0.0001,29.83,1010.10,10.00,M,BKN,BKN,BKN,OVC,900.00,3400.00,9500.00,23000.00,M,M,M,M,M,M,M,43.85,KJFK 270051Z 10008KT 10SM BKN009 BKN034 BKN095 OVC230 09/07 A2983 RMK AO2 RAB2358E10 SLP101 OCNL LTGIC DSNT S-SW CB DSNT S-SW P0000 T00890067 $
JFK,2014-04-27 01:14,-73.7622,40.6386,46.40,42.80,87.19,130.00,8.00,0.0001,29.85,M,10.00,M,SCT,BKN,BKN,BKN,900.00,3400.00,9500.00,23000.00,-RA,M,M,M,M,M,M,41.85,KJFK 270114Z 13008KT 10SM -RA SCT009 BKN034 BKN095 BKN230 08/06 A2985 RMK AO2 RAB0058 CB DSNT SE-SW P0000 $
JFK,2014-04-27 01:51,-73.7622,40.6386,46.94,42.98,86.02,150.00,7.00,0.0001,29.86,1011.20,10.00,M,FEW,SCT,BKN,BKN,900.00,3400.00,8000.00,23000.00,-RA,M,M,M,M,M,M,42.99,KJFK 270151Z 15007KT 10SM -RA FEW009 SCT034 BKN080 BKN230 08/06 A2986 RMK AO2 RAB0058E16B41DZB16E31 SLP112 P0000 T00830061 $
JFK,2014-04-27 02:51,-73.7622,40.6386,48.92,42.98,79.86,100.00,3.00,0.01,29.88,1011.80,10.00,M,FEW,OVC,M,M,1200.00,5500.00,M,M,M,M,M,M,M,M,M,48.03,KJFK 270251Z 10003KT 10SM FEW012 OVC055 09/06 A2988 RMK AO2 RAE35 SLP118 P0001 60001 T00940061 53018 $
